lccn,api_status
sn84027253,ok,"Muscatine Weekly Journal (Muscatine, Iowa) 185?-1890",,muscatine; iowa; muscatine county; united states,muscatine; iowa; muscatine county; united states,185?,,english,muscatine (iowa); united states; muscatine county (iowa); muscatine county; muscatine; iowa; newspapers,"Weekly | -May 23, 1890 | Editors: Mahin Brothers, <1876> | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Vol. 9, no. 1 (Aug. 1, 1857). | Weekly journal (Muscatine, Iowa) (DLC)sn 87058200 (OCoLC)15668402","Thomas Hughes and John B. Russell published the first issue of the  Bloomington  [Iowa]  Herald  on October 27, 1840. The  Herald  was a Democratic paper “devoted to the dissemination of correct moral and political principles and the early transmission of foreign and domestic news.” Despite financial instability and frequent changes in ownership throughout its first decade, the  Herald  became an important part of one of the most successful publishing ventures in Iowa, largely due to the efforts of long-time editor John Mahin. 
 
	Mahin had shown an interest in the newspaper business from an early age. His father secured an apprenticeship for him at the  Herald  in 1847 when he was just 14. Under the paper’s proprietors Nelson L. Stout and W.P. Israel, Mahin’s duties included sweeping the offices, carrying wood and water, and tending the fires; in the remaining time he was allowed to assist in setting the type. On Saturdays, Mahin served as delivery boy. After just over a year, Stout and Israel were forced to sell the paper due to financial difficulties. The  Herald  was taken over by F.A.C. Foreman, but it lasted only a few months before suspending publication again. 
 
	Noah H. McCormick purchased the  Herald  in 1849, changing the title to the  Muscatine Journal  to reflect the recent renaming of the town. John Mahin had remained with the paper throughout this period, and in 1852 he and his father, Jacob Mahin, purchased the  Muscatine Journal  from McCormick. Under Stout and Israel, the paper had shifted its political orientation from Democratic to Whig, and the Mahins continued this perspective. 
 
	In 1853, Orion Clemens purchased an interest in the  Muscatine Journal  and joined the Mahin partnership. His brother, Samuel Clemens, not yet known by the pen name of Mark Twain, lived in Muscatine and contributed to the  Journal ‘s correspondence columns from 1853 to 1855. The  Journal  changed hands a number of times over the next few years, but John Mahin continued as editor. In August 1857, he purchased the  Muscatine Journal  and remained its sole owner through the Civil War years. 
 
	In 1864, Mahin married Anna Lee of Johnson County, Iowa. He formed the Journal Printing Company in 1878, with his father-in-law, John B. Lee, and his brother-in-law, Alfred W. Lee. In 1886, Alfred Lee moved to Chicago to further his publishing career, while Mahin and his sons continued to publish the  Journal . Alfred Lee returned to Iowa in the 1890s, first purchasing the  Ottumwa Courier  and later the  Davenport Times . When Mahin retired in 1903, Lee and his publishing group purchased the  Muscatine Journal . 
 
	The  Journal  continues to publish today and is still owned by Lee Enterprises, which has become the fourth largest newspaper group in the United States. John Mahin’s contributions as editor for nearly half a century ensured the longevity of the  Muscatine Journal  and shaped the beginning of the Lee family’s publishing legacy.",Democratic
sn84027352,ok,"The Weekly Ottumwa Courier (Ottumwa, Iowa) 1857-1872",,ottumwa; united states; wapello; iowa,ottumwa; united states; wapello; iowa,1857,,english,ottumwa; united states; wapello; newspapers; ottumwa (iowa); iowa,"Weekly | Old ser., vol. 8, no. 44 (Jan. 1, 1857)-v. 24, no. 32 (Nov. 21, 1872). | ""Weekly"" appears above title ornament, Jan. 23, 1868-Nov. 21, 1872. | Publisher varies. | Issues for Jan. 1, 1857-<Jan. 7, 1864> called also new ser., v. 2, no. 1-<v. 8, no. 51>. | ""Courier extra"" published May 12, 1869. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Ottumwa weekly courier 2643-6574 (DLC)sn 92056106 (OCoLC)25098643","Ottumwa is one of the largest cities in southeastern Iowa and serves as the seat of Wapello County. The Des Moines River runs through the center of the city, dividing it into northern and southern halves. Despite differing opinions on its exact translation, the early settlers of Ottumwa kept its Native American name because it was distinctive and set the town apart from other settlements in the area. 
 
	On August 8, 1848, Joseph H.D. Street and Richard H. Warden established Ottumwa’s first newspaper, the  Des Moines Courier . In January 1851, Warden became the paper’s sole proprietor. James W. Norris joined Warden as an associate editor in April 1852; and a few years later, on December 20, 1855, he took over as the paper’s editor and proprietor. In 1857, the paper’s name was changed to the  Weekly Ottumwa Courier . When Norris left the  Courier  in 1866, N.D. Mussleman, William H. Caldwell, and William C. Holden managed the paper for three years. In 1869, General John M. Hedrick and Major Augustus H. Hamilton took over as the  Courier’s  joint owners and editors until Hamilton assumed sole ownership in 1878. Alfred Wilson Lee acquired the  Courier  in 1891 and continued to acquire newspapers across Iowa and the Midwest, establishing his publishing company, Lee Enterprises. The  Courier  was sold to Liberty Publishing Group in 1999, and then to Community Newspaper Holdings, Inc., the paper’s current publisher, in 2001. 
 
	Throughout its history, the  Courier’s  name has been altered frequently to reflect changes in its publication schedule. It was the  Ottumwa Semi-Weekly Courier  from 1899 to 1903  and again from  1916 to 1918 , the  Ottumwa Tri-Weekly Courier  from 1903 to 1916 . A daily edition, the  Ottumwa Daily Courier , began in 1865 and continues as the  Ottumwa Courier  to the present, publishing five days a week. 
 
	The  Courier  supported the Whig Party in its early years and adopted Republican views when the Whig Party disbanded. The paper’s political coverage included strong support of Whig and Republican candidates for local, state, and national offices, reports of political campaigns and election results, and news of the activities of the governor and state legislators. The  Courier  also reported local births, deaths, marriages, divorces, and community social activities. For many years the paper included a page for children called “The Courier Junior.” 
 
	The  Ottumwa Courier  is the oldest business in Ottumwa and its success gave impetus to a number of other papers in the area. In June 1850, James Baker established the  Des Moines Republic , which ceased publication after two years. The  Ottumwa Democratic Statesman  began publication in 1858, but was discontinued in 1868. Later that year, the  Copper Head , a Democratic paper that originated in Pella, Iowa, relocated to Ottumwa, becoming the  Ottumwa Democrat  in 1871. Other newspapers followed, but none were able to last as long as the  Courier , which is the only Ottumwa newspaper that continues to publish today.",Republican
sn84027398,ok,"The Tipton Advertiser (Tipton, Cedar Co., Iowa) 1856-1962",,cedar; united states; tipton; iowa,cedar; united states; tipton; iowa,1856,,english,tipton (iowa); cedar; tipton; iowa; united states; newspapers,"Weekly, Apr. 18, 1907-Oct. 23, 1962 | Vol. 3, no. 4 (Jan. 26, 1856)-Oct. 23, 1962. | ""Independent in all things--neutral in nothing."" | Publisher: Mulford & Longley, <January 5-December 21, 1871>. | Issues for -1962 lack numbering. | Vol. 47, no. 1 (Jan. 4, 1900) misdated 1899. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Bennett gazette (DLC)sn 85049617 (OCoLC)11992213 | Tipton advertiser & the Bennett gazette (DLC)sn 85049615 (OCoLC)12006480","The  Cedar County News-Letter  was originally published in the small town of Rochester, Iowa, in 1852. It was published by Nelson C. Swank, who had originally settled in Cedar County in July 1839. After one year of publishing, Swank sold the press, type, and other materials to Charles Swetland, who moved them to Tipton. Swetland changed the title to the  Cedar County Advertiser , but the first few issues published in November 1853 were printed with the  Cedar County News-Letter  masthead. The first issue with the  Cedar County Advertiser  title appeared on December 3. Wells Spicer and Hermon C. Piatt served as editors. 
 
	The  Advertiser ’s motto was “Independent in all things – neutral in nothing,” and in an introductory editorial, Swetland wrote, “Political matters will be beneath our notice. We will eschew them as an owl does daylight.” Instead, the paper would be “devoted to literature, agriculture, mechanics, education, and general intelligence.” As the title suggests, advertisements make up a large portion of the paper’s content. The first page often consisted of poetry and serialized fiction, and occasionally other miscellaneous items. The second page featured local, state, and national news of interest, and the third and fourth pages were mostly ads, business cards, and a few additional articles. 
 
	Publication was suspended from June 24 to July 8, 1854. During this time, the  Advertiser  moved to a new office and Swetland and Piatt left the business, leaving Spicer as sole editor and proprietor. In January 1856, Spicer changed the title of the paper to the  Tipton Advertiser , and later that year Samuel Dewell joined him as part owner.  By September 1857, the paper was in entirely new hands, owned by Norman and Henry Moffett and Simeon Daniels, with Daniels serving as editor. The  Advertiser ’s content had become increasingly political by this time, aligning with the Republican Party and advocating on behalf of Republican candidates in local, state, and national elections. 
 
	Throughout the next century, the paper continued to publish weekly under a number of different editors and proprietors. In October 1962, the  Tipton Advertiser  merged with the  Bennett Gazette  to become the  Tipton Advertiser & the Bennett Gazette . In January 1970, it merged with the  Tipton Conservative , and still publishes today as the  Tipton Conservative and Advertiser .",Independent
sn84027640,ok,"The Big Blue Union (Marysville, Kan.) 1862-1866",,marshall; kansas; marysville; united states,marshall; kansas; marysville; united states,1862,,english,https://id.oclc.org/worldcat/entity/e39pbjktvr3cgpwgpwwkjxwhpp; marysville; united states; marshall; marysville (kan.); kansas; newspapers,"Weekly | Vol. 1, no. 1 (Mar. 29, 1862)-v. 4, no. 4 (May 19, 1866). | Published by Edwin C. Manning, Aug. 15, 1863-May 19, 1866. | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection.","The Big Blue Union  was published in Marysville, Kansas, appearing on Saturday mornings beginning with the first issue on March 29, 1862, and continuing through its last on May 19, 1866. Marysville is the seat of Marshall County, located in northeast Kansas. Taking its title partly from the Big Blue River that flowed through the town, the paper boasted a Republican affiliation and maintained a pro-Union stance in a community whose founder and early residents were decidedly proslavery. Besides serving the growing number of Union sympathizers in Marshall County, the paper also targeted Republicans in neighboring Washington County. The masthead of  The Big Blue Union  stated “Westward the Star of Empire takes its Way,” referring to an 1860 painting by Emanuel Gottlieb Leutze of the same title depicting the settlement of the West and symbolizing the idea of Manifest Destiny. 
 
	 The Big Blue Union  frequently covered the military activities of Confederate sympathizers based in Missouri and reported on the tensions between the proponents of slavery and the supporters of Kansas as a free state. Several men served as editors and publishers of  The Big Blue Union  during the newspaper’s short tenure. Among these, Edwin C. Manning was the most significant. A returning Civil War veteran, Manning took over publishing the paper on August 15, 1863. He had already achieved some journalistic notoriety in Marysville during a two-month stint with the proslavery  Democratic Platform  in 1860, when he changed the paper’s politics without changing its title or informing the owner of the printing press. Manning was elected in the fall of 1864 to the Kansas State Senate, serving one term. Publication of  The Big Blue Union  was suspended from November 5, 1864 until September 30, 1865. 
 
	 The Big Blue Union  ceased publication altogether on May 19, 1866, citing competition from a rival,  The Marysville Enterprise  as the cause of its demise. Soon afterward, Manning moved to Manhattan where he began publishing the  Kansas Radical .",Republican
sn84027851,ok,"The Camden Weekly Journal (Camden, South-Carolina) 1853-1861",,kershaw county; kershaw; united states; camden; south carolina,kershaw county; kershaw; united states; camden; south carolina,1853,,english,camden (s.c.); kershaw county; kershaw county (s.c.); united states; kershaw; camden; south carolina; newspapers,"Weekly | Began with January 4, 1853 issue; ceased in 1861? | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Description based on: Volume 14, Number 1 (January 4, 1853); title from masthead. | Latest issue consulted: Volume XXII, Number 19 (May 7, 1861). | Camden journal (Camden, S.C. : 1864) 2379-6014 (DLC)sn 93068003 (OCoLC)30786957","The Camden Journal  (1826-91) captured life in the community of Camden, South Carolina, in times of affluence, prosperity, desolation, and recovery. Significant events covered by the newspaper included: the establishment of the DeKalb Rifle Guards, a local militia group company that later fought with the Palmetto Regiment in the Mexican-American War, in 1840; the arrival of the South Carolina Railroad in 1848; and the destruction and subsequent occupation of Camden by Union Army soldiers in 1865. 
 
	Thomas William Pegues first established  The Camden Journal  in January 1826. An anecdotal story has it that Pegues had intended to accept a printing job in Charleston, but when he learned he would have to work on Sundays, he started the  Journal  instead. In 1834, Pegues merged the  Journal  with the Sumter  The Southern Whig  and re-launched the paper as  The Camden Journal and Southern Whig . 
 
	On January 23, 1836,  The Camden Journal and Southern Whig , under the ownership of Robert McKnight, reverted back to its original name. A year later, Thomas Pegues moved to Alabama. The  Camden Journal  suspended publication, and its press and subscription list were sold to the  Camden Commercial Courier . By 1839, the  Commercial Courier  had failed and Pegues had returned to Camden, ready to start afresh. On November 27, 1839, the following notice appeared in the  Charleston Courier  : “Ample time has elapsed since the suspension of its publication, to enable the community to judge whether a newspaper ought to be sustained in our town, or not …” 
 
	In 1850, Thomas James Warren and Charles Augustus Price took over as owners of the  Camden Journal .  They renamed the  Journal  the  Semiweekly Camden Journal  and briefly launched an unsuccessful weekly edition called the  Weekly Camden Journal . In 1852, they changed the  Semiweekly Camden Journal  back to  The Camden Daily Journal   and, in 1853, to  The Camden Weekly Journal  . Thomas Warren and Charles Price were outspoken in their political and social views, especially on the issues of states’ rights and secession. In 1861, Thomas Warren suspended  The Camden Weekly Journal  to fight for the Confederacy. He served with the Confederate States Army, 15 th Regiment, South Carolina Infantry, Company D, and died in combat in Gettysburg, Pennsylvania, in 1863. 
 
	In January 1864, Daniel D. Hocott restarted the  Camden Journal , utilizing the same volume numbering as  The Camden Weekly Journal . Faced with wartime shortages and deprivations, the  Camden Journal  underwent a rapid succession of title changes. In the span of two years, the newspaper was known as:  The Camden Daily Journal    (June-December 1864); Camden   The Tri-weekly Journal   (January-March 1865);  Camden Journal and Confederate  (March-May 1865), created by the merger of the  Tri-weekly Journal  and weekly  Camden Confederate ;  The Tri-weekly Journal  (May-June 1865); and  The Camden Weekly Journal  (July 1865-July 1866). In the days immediately following the Union Army’s raid on Camden, conditions were so desperate that Daniel Hocott and John T. Hershman begged “if the pilfering scamp who entered the office during our retreat from the Yanks, and appropriated our only pair of scissors – an indispensable appendage to an editor – will present himself at our sanctum, we will promise no questions asked.” 
 
	In 1866, Thomas Pegues took over again as publisher and renamed the paper the  Camden Journal . From there, the  Journal  passed through several hands, including those of Kershaw politicians James Thornwell Hay and William Dunlap Trantham. On February 4, 1891, the  Abbeville Press and Banner  noted the  Journal  had suspended publication. It likely ceased sometime shortly thereafter. The latest issue known to exist is dated January 8, 1891.",Whig
sn84027852,ok,"The Camden Daily Journal (Camden, S.C.) 1864-1864",,kershaw; kershaw county; south carolina; camden; united states,kershaw; kershaw county; south carolina; camden; united states,1864,,english,kershaw; kershaw county; kershaw county (s.c.); south carolina; camden; camden (s.c.); united states; newspapers,"Daily (except Sunday) | Began and ceased in 1864. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Description based on: Vol. 1, No. 1 (July 1, 1864); title from masthead. | Latest issue consulted: Vol 1, No. 153 (Dec. 29 1864). | Tri-weekly journal (Camden, S.C.) 2379-7258 (DLC)sn 85038608 (OCoLC)12817617","The Camden Journal  (1826-91) captured life in the community of Camden, South Carolina, in times of affluence, prosperity, desolation, and recovery. Significant events covered by the newspaper included: the establishment of the DeKalb Rifle Guards, a local militia group company that later fought with the Palmetto Regiment in the Mexican-American War, in 1840; the arrival of the South Carolina Railroad in 1848; and the destruction and subsequent occupation of Camden by Union Army soldiers in 1865. 
 
	Thomas William Pegues first established  The Camden Journal  in January 1826. An anecdotal story has it that Pegues had intended to accept a printing job in Charleston, but when he learned he would have to work on Sundays, he started the  Journal  instead. In 1834, Pegues merged the  Journal  with the Sumter  The Southern Whig  and re-launched the paper as  The Camden Journal and Southern Whig . 
 
	On January 23, 1836,  The Camden Journal and Southern Whig , under the ownership of Robert McKnight, reverted back to its original name. A year later, Thomas Pegues moved to Alabama. The  Camden Journal  suspended publication, and its press and subscription list were sold to the  Camden Commercial Courier . By 1839, the  Commercial Courier  had failed and Pegues had returned to Camden, ready to start afresh. On November 27, 1839, the following notice appeared in the  Charleston Courier  : “Ample time has elapsed since the suspension of its publication, to enable the community to judge whether a newspaper ought to be sustained in our town, or not …” 
 
	In 1850, Thomas James Warren and Charles Augustus Price took over as owners of the  Camden Journal .  They renamed the  Journal  the  Semiweekly Camden Journal  and briefly launched an unsuccessful weekly edition called the  Weekly Camden Journal . In 1852, they changed the  Semiweekly Camden Journal  back to  The Camden Daily Journal   and, in 1853, to  The Camden Weekly Journal  . Thomas Warren and Charles Price were outspoken in their political and social views, especially on the issues of states’ rights and secession. In 1861, Thomas Warren suspended  The Camden Weekly Journal  to fight for the Confederacy. He served with the Confederate States Army, 15 th Regiment, South Carolina Infantry, Company D, and died in combat in Gettysburg, Pennsylvania, in 1863. 
 
	In January 1864, Daniel D. Hocott restarted the  Camden Journal , utilizing the same volume numbering as  The Camden Weekly Journal . Faced with wartime shortages and deprivations, the  Camden Journal  underwent a rapid succession of title changes. In the span of two years, the newspaper was known as:  The Camden Daily Journal    (June-December 1864); Camden   The Tri-weekly Journal   (January-March 1865);  Camden Journal and Confederate  (March-May 1865), created by the merger of the  Tri-weekly Journal  and weekly  Camden Confederate ;  The Tri-weekly Journal  (May-June 1865); and  The Camden Weekly Journal  (July 1865-July 1866). In the days immediately following the Union Army’s raid on Camden, conditions were so desperate that Daniel Hocott and John T. Hershman begged “if the pilfering scamp who entered the office during our retreat from the Yanks, and appropriated our only pair of scissors – an indispensable appendage to an editor – will present himself at our sanctum, we will promise no questions asked.” 
 
	In 1866, Thomas Pegues took over again as publisher and renamed the paper the  Camden Journal . From there, the  Journal  passed through several hands, including those of Kershaw politicians James Thornwell Hay and William Dunlap Trantham. On February 4, 1891, the  Abbeville Press and Banner  noted the  Journal  had suspended publication. It likely ceased sometime shortly thereafter. The latest issue known to exist is dated January 8, 1891.",Whig
sn84028083,ok,"The Jeffersonian Democrat (Chardon, Ohio) 1854-1865",,geauga; ohio; united states; geauga county; chardon,geauga; ohio; united states; geauga county; chardon,1854,,english,geauga county (ohio); ohio; geauga; united states; geauga county; chardon; chardon (ohio); newspapers,"Weekly | Vol. 5, no. 1 (Jan. 10, 1854)-v. 17, no. 52 (Dec. 22, 1865). | ""Devoted to the dissemination of Republican principles, education, temperance, literature, agriculture, and the news of the day,"" 1857-1865. | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection. | Geauga Democrat (DLC)sn 84028084 (OCoLC)10406037","The  Jeffersonian Democrat  was established at Chardon, the seat of Geauga County, as the  Free Democrat  in 1849. Edited by O.P Brown and Milton C. Canfield, the  Free Democrat  advocated the political viewpoint of the Free Soil Party. Joel F. Asper, future lieutenant colonel of the 7 th  Ohio Volunteer Infantry, purchased the paper in 1850. It then became known as the  Chardon Democrat  until 1852 when Asper sold it to J.S. Wright, a devoted abolitionist. After purchasing the paper, Wright changed its name to the  Free Democrat  and enlarged the publication to a seven-column folio. In 1854, Wright changed its name to the  Jeffersonian Democrat . Julius Orrin Converse became proprietor of the  Jeffersonian Democrat  in 1859 and maintained ownership of the paper and its successors until 1902. 
 
	The  Jeffersonian Democrat  was published every Friday morning and served the entire county. Under Converse’s leadership, the paper was “devoted to the dissemination of Republican principles, education, temperance, literature, agriculture, and the news of the day.” The content of the  Jeffersonian Democrat  varied, and though it did contain some items of local interest, such as a business directory, advertisements, probate court news, and household and farming tips, its main focus was on national and foreign political news. During the Civil War, the  Jeffersonian Democrat  regularly printed war correspondence and reports from the battlefield. Converse asserted that because he was not easily influenced by “popular passion or prejudice,” the paper advocated for what he believed to be the common good. Converse was a strong supporter of Ohio-born James A. Garfield who was elected as president of the United States in 1880. 
 
	In 1866, the paper’s name was changed to the  Geauga Democrat  to reflect more accurately the local character of the paper. In 1872, the name changed once again to become the  Geauga Republican . This name was maintained until 1921 when the paper merged with the  Geauga County Record  to form the  Geauga Republican-Record . After several more mergers, the paper dropped the “Republican” title and, in 1963, became known as the  Geauga Times-Leader , which is still published today.",Republican
sn84028385,ok,"Western Reserve Chronicle (Warren, Ohio) 1855-1921",,united states; trumbull county; warren; ohio; trumbull,united states; trumbull county; warren; ohio; trumbull,1855,,english,trumbull county (ohio); united states; trumbull county; warren; ohio; trumbull; warren (ohio); newspapers,"Weekly, Nov. 16, 1864-July 1921 | Vol. 39, no. 36 (Apr. 25, 1855)- | Ceased in July, 1921? | Published as: Semi-weekly Western Reserve chronicle, May 14-July 12, 1861 and Nov. 5-9, 1864. | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection. | Daily eds.: Daily chronicle (Warren, Ohio), 1868; Warren daily chronicle, 1883-1921.","The  Western Reserve Chronicle and Weekly Transcript of the Times  and the  Western Reserve Chronicle  have their beginnings in the first newspaper issued in the Western Reserve: the  Trump of Fame , which began publication on June 9, 1812, in Warren, the seat of Trumbull County, Ohio.  Edited by Thomas D. Webb and printed by David Fleming, the weekly paper covered news from Washington, D.C., and around the world and often printed speeches in Congress and discussions relating to foreign affairs, as citizens were expected to keep up with local news and events on their own.  It was not long after the  Trump of Fame  was established that on October 4, 1816, the paper’s new proprietor, Fitch Bissell, changed its name to the  Western Reserve Chronicle .  
 
	The  Western Reserve Chronicle and Weekly Transcript of the Times  was established in February 1854, when the   Western Reserve Transcript and Whig , founded in 1848 as the  Trumbull County Whig , united with the  Western Reserve Chronicle .  Before merging, the two papers had opposing political views, with the  Chronicle  being managed by the Free-Soil Party and the  Transcript and Whig  by the Whig Party.  The fusion of these two papers coincided with the merger of these rival groups into the Republican Party upon the passing of the Kansas-Nebraska bill, which rescinded the Missouri Compromise.  
 
	James Dumars edited the  Transcript and Whig  until October 1854.  In April 1855, Comfort A. Adams and George N. Hapgood became proprietors of the paper and restored its name to the  Western Reserve Chronicle .  In February 1861, the  Chronicle  absorbed William Ritezel’s  Trumbull Democrat , since the two publications had developed similar political viewpoints.  Adams, Hapgood, and Ritezel published and edited the  Chronicle  by jointly until 1865 when Adams retired and Hapgood died, leaving Ritezel as the sole owner and editor. During the Civil War, the  Western Reserve Chronicle  adopted the policy of giving its readers the information that they wanted most and thus began to publish news of Trumbull County soldiers from the field.  At the same time, the publication exerted its influence in support of the government and Republican Party candidates. The  Chronicle  also began to fill its columns with more local news. 
 
	In 1877, Benjamin J. Taylor and Franklin Moore Ritezel joined William Ritezel under the name of William Ritezel and Company, which in 1883, launched the  Warren Daily Chronicle , a daily version of the weekly  Western Reserve Chronicle , which likewise continued publication.  Upon the death of William Ritezel in 1901, Taylor and F. M. Ritezel assumed ownership of the  Chronicle .  In 1905, Frank S. Van Gorder purchased Taylor’s interest, and he and Ritezel continued to publish the paper with Ritezel serving as editor and Van Gorder as business manager.  As the popularity of the daily edition grew, the weekly  Western Reserve Chronicle  ceased publication in July 1921.",Republican
sn84028645,ok,"Daily Ohio Statesman (Columbus, Ohio) 1855-1870",,ohio; franklin county; columbus; franklin; united states,ohio; franklin county; columbus; franklin; united states,1855,,english,ohio; columbus (ohio); columbus; franklin county; franklin; united states; franklin county (ohio); newspapers,"Daily (except Sunday), Dec. 3, 1860-1870 | New ser., v. 1, no. 224 (Feb. 10, 1855)-v. 38, no. 210 (Mar. 30, 1870). | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection. | Also issued on microfilm from the Library of Congress, Photoduplication Service. | Triweekly eds.: Tri-weekly Ohio statesman (Columbus, Ohio : 1844), 1855-<1863>, and: Tri-weekly Ohio statesman (Columbus, Ohio : 1856), <1856>. | Weekly ed.: Weekly Ohio statesman, 1855-<1867>. | Ohio statesman (Columbus, Ohio : 1870) (DLC)sn 84028648 (OCoLC)11284836","The  Daily Ohio Statesman , a Democratic paper printed in Columbus, the seat of Franklin County, Ohio, in 1855-70, originated with the consolidation of the  Ohio Monitor  and the  Western Hemisphere  in 1837. The  Monitor  was the first Democratic paper printed in Columbus and was initially established by David Smith and Ezra Griswold in 1816, the same year that Columbus became the capital of Ohio. In 1835, the  Monitor , which had been purchased by Jacob Medary, was consolidated with the  Western Hemisphere  which had begun publication in 1833 by John Gilbert & Company. On July 5, 1837, the name of the  Hemisphere  was changed to the  Ohio Statesman . Owned by brothers Jacob and Samuel Medary, the  Statesman  appeared first as a weekly paper, except during the sessions of the legislature, when it was published twice a week. Eventually, the paper would be published as the  Tri-Weekly Ohio Statesman , and it continued in this way until August 11, 1847, when the first number of the  Daily Ohio Statesman  was issued. The  Statesman  became the Democratic voice of Columbus and focused on state and national political news. The politically charged paper made clear its opposition to the Union during the Civil War and often kept its readers informed with partisan reports on politics and economics. Its main competitor was the Republican  Daily Ohio State Journal . 
 
	In the years that followed, the  Statesman  would pass through the hands of several different owners. Samuel S. Cox became the sole editor and proprietor on January 2, 1854, and quickly announced the sale of the paper on May 23, 1854, to the proprietors of the  Daily Ohio  State Democrat , under the name of the Franklin Printing Company. The  Statesman  and the  Democrat  were consolidated to form the  Daily Ohio Statesman and Democrat . The editors of the  Democrat , Horace S. Knapp and Charles B. Flood, became the editors of the consolidated paper. But on February 10, 1855, the paper was transferred to Samuel Medary, who, for the third time, became its sole proprietor and editor. At this time, “Democrat” was dropped from the title, and the paper took its original name of  Ohio States man . Medary left the paper in 1857 and in 1861 established the  Columbus   Crisis , a highly controversial and widely read Copperhead newspaper. Medary was later indicted for conspiracy against the government in 1864, but died before he could be tried. 
 
	After changing hands several more times, the  Statesman  was sold on April 1, 1872, to Dodd & Linton publishers, who changed it from a morning to an evening paper. Not long after, an announcement appeared, signed “Statesman Company, by J. P. Linton, manager, declaring that the  Daily Ohio Statesman  had been merged with the  Daily  Dispatch , an evening paper, known for being non-partisan in politics. The Statesman Company continued to publish the  Weekly Ohio Statesman  and also the  Sunday Statesman . In the years that followed, the  States man  would change owners and names several more times. On August 3, 1911, the paper, published by Joseph H. Harper and now titled the  Columbus News , finally ceased publication.",Republican
sn84028745,ok,Cincinnati Daily Press (Cincinnati [Ohio]) 1860-1862,,hamilton; united states; ohio; cincinnati,hamilton; united states; ohio; cincinnati,1860,,english,cincinnati (ohio); ohio; cincinnati; united states; hamilton; newspapers,"Daily (except Sunday), Sept. 30, 1861-<Sept. 3, 1862> | Vol. 3, no. 22 (Mar. 19, 1860)- | Ceased in 1862? | Publishers: Henry Reed & Co., 1860-1861; Press Printing Co., 1861-1862. | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection. | Weekly ed.: Cincinnati weekly press, <1862>.","The  Cincinnati Daily Press  was established in 1858 at Cincinnati, the seat of Hamilton County, Ohio, as the  Daily Penny Press .  With each issue costing only one cent, one-sixth that of a typical newspaper, the  Press  made news accessible to citizens outside the upper class, such as former slaves, laborers, and immigrants.  Cincinnati had seen significant growth since the beginning of the 19 th  century, due to the introduction of steam navigation on the Ohio River in 1811 and the completion of the Miami and Erie Canal in 1845 which connected the Ohio River in Cincinnati to Lake Erie in Toledo.  By the year 1850, Cincinnati’s population had risen to over 115,000, creating a large audience for newspapers.  Penny papers appealed to members of lower classes because they were inexpensive.  Nor were they commonly associated with any political party.  Rather than relying on subscriptions and daily sales, they depended heavily on advertisements for financial support.  Penny papers typically provided information not commonly found in the larger papers, focusing heavily on court news and local gossip. 
 
	Independent in politics, the  Press  was published every day but Sunday.  It served Cincinnati and the surrounding communities, including Covington and Newport, Kentucky.  In February 1859, it changed its name to the  Daily Press  before it became known as the  Penny Press  on July 18, 1859.  Later, in 1860, the  Penny Press  changed its title to the  Cincinnati Daily Press  to coincide with a change in appearance and larger size .   The  Press  was owned by Henry Reed who began the paper with his brother Samuel Rockwell Reed.  Henry Reed held a prominent place in Ohio journalism, formerly serving as editor of the  Daily Ohio State Journal , the  Daily   Cincinnati Atlas , and the  Daily Cincinnati Commercial .  Reed described the  Press  as a paper that included current news, in addition to providing independent commentary and discussion on topics of the day.  The paper reported on a variety of subjects, including Washington news and gossip, amusements, army correspondence, and home interests.  The  Cincinnati Daily Press  ceased publication in 1862.",Independent
