lccn,api_status
sn82014371,ok,"The Daily Chattanooga Rebel (Griffin, Ga.) 1864-1865",,alabama; georgia; united states; selma; griffin; dallas county; dallas; spalding; spalding county; tennessee,alabama; georgia; united states; selma; griffin; dallas county; dallas; spalding; spalding county; tennessee,1864,,english,griffin (ga.); alabama; georgia; spalding county; american civil war; spalding; united states; selma; dallas county (ala.); griffin; civil war; history; dallas county; dallas; selma (ala.); spalding county (ga.); newspapers; tennessee,"Daily (except Sunday) | Began in 1864; ceased in Apr. 1865. | Published at Griffin, Ga., <June-Sept. 1864>; Selma, Ala., <Nov. 1864-Apr. 12, 1865>. | Editor: C. Faxon, <1865>. | Published in morning and evening eds. | Issues for June 30, 1864-<July 6, 1864> incorrectly called: v. 2, no. 230-<235>; constitute v. 2, no. 260-<265> | Also issued on microfilm from Library of Congress Photoduplication Service. | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection. | Description based on: Vol. 2, no. 243 (June 9, 1864). | Chattanooga daily rebel (Selma, Ala.) 2328-5869 (DLC)sn 85025905 (OCoLC)2638820","Francis M. “Franc” Paul established the  Chattanooga Daily Rebel  in August 1862, after the town’s two newspapers had merged, then suspended publication earlier that year. Paul was principal clerk of the Tennessee senate and had formerly been a printer for  Brownlow’s Knoxville Whig . Paul was the  Rebel’s  sole publisher and editor during its first few months. On a trip to Murfreesboro, he met Henry Watterson and invited him to become editor of the  Rebel . Watterson already had considerable newspapering experience, having written for the press in Washington, D.C., New York, and Nashville. Shortly after Watterson began writing for the  Rebel , his friend Albert Roberts joined him. (Both went on to notable journalistic accomplishments after the war.) As was customary amongst Civil War correspondents, both Watterson and Roberts wrote under pen names. Watterson, writing as John Burley, often criticized General Braxton Bragg’s military operations, prompting Bragg to threaten to ban the paper from his camps. In addition to his war reports, Roberts provided “a cheerful witty side to every issue. His ‘JOHN HAPPY’ letters, ‘Grapevine Telegraph’ and bright, sparkling paragraphs were eagerly sought and read by the boys at the front and by the old men, women and children in the rear.” 
 
	The first few issues of the  Rebel  had four pages but it was soon reduced to a single sheet. Content included general orders for soldiers, war news via telegraph dispatches, reports from other newspapers, local matters, and ads. Towards the end of 1862, the pressing demand for the paper prompted Paul to seek out and purchase more printing equipment. With a power press purchased in Rome, Georgia, and an engine from Huntsville, Alabama, he was able to print 8,000 copies daily. “Five thousand copies was the standing order from one army news agent, and the rest went everywhere throughout the Confederacy.” Circulation was limited by scarcity of paper rather than lack of demand. 
 
	On September 27, 1862, the  Rebel  ran an article championing the press’s vital role in wartime communications. The piece was entitled “The Importance of the Press in Time of War” and was signed, “PRINTER.” It strongly emphasized the importance of (the Confederate) press to both the government and military, as well as citizens. “The importance of the Press in time of war to the spirit of the army is incalculable. It is, as one of our correspondents observes, ‘the only medium of organized public opinion—the only source of communication between the Government and the people, and which if silenced (as the Senate and House propose) would leave these wise bodies themselves practically as voiceless as the grave.’” 
 
	The  Rebel  was one of only a few Tennessee Confederate newspapers that remained in circulation throughout the war. In its attempt to stay ahead of the Union Army, the  Rebel  was forced to move from town to town and soon earned the nickname the “Rebel on Wheels.” Over the course of the war, the paper was published in Chattanooga; Marietta and Griffin, Georgia (as the  Daily Chattanooga Rebel ) in 1864-65; and, finally, Selma, Alabama, (once again as the  Chattanooga Daily Rebel ) in 1865. In an article for the  Nashville Daily American  on May 4, 1890, Franc M. Paul refuted a claim made by Roberts and Louis L. Parham, that the  Rebel  was published for a few days in Atlanta after it left Marietta in the summer of 1864. Watterson resigned as editor of the  Rebel  in the summer of 1863 and was replaced by Charles O. Faxon. In Griffin, Leon Trousdale–formerly of the  Memphis Daily Appeal  –joined the editorial staff. 
 
	Federal troops eventually caught up with the  Rebel  in Selma, in early April 1865. The troops occupied the offices while the  Rebel’s  staff was held at the stockade. A few days later, as the troops left the town, they destroyed the  Rebel’s  presses and type, and the building was set alight. However, a small hand press survived the destruction and a few last copies of the  Rebel  were published before it permanently ceased on April 27, 1865. 
 
	At least two issues of the  Rebel  are known to have been reprinted for veterans’ reunions. The issue of August 9, 1862 was reprinted several times and used different typefaces for the masthead each time. The reprints were made by publisher/printer, Louis L. Parham. An article in the  Atlanta Constitution  on April 26, 1890, reported that Parham sent a copy of the August 9, 1862 reprint to Jefferson Davis, “which Mr. Davis acknowledged over his own signature.” Some of the reprints indicate that Parham deposited copies at the Library of Congress in 1891. The other known reprinted issue of the  Rebel  is June 28, 1863.",Whig
sn82014487,"connection_error: Failed to perform, curl: (28) Operation timed out after 20005 milliseconds with 0 bytes received. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
sn82014488,"connection_error: Failed to perform, curl: (28) Operation timed out after 20003 milliseconds with 0 bytes received. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
sn82014489,"connection_error: Failed to perform, curl: (28) Operation timed out after 20016 milliseconds with 0 bytes received. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
sn82014511,ok,"The Press and Tribune (Chicago, Ill.) 1859-1860",,united states; illinois; chicago; cook county,united states; illinois; chicago; cook county,1859,,english,cook county (ill.); chicago (ill.); cook county; newspapers; united states; illinois; chicago,"Daily (except Sunday) | Vol. 12, no. 219 (Mar. 17, 1859)-v. 14, no. 98 (Oct. 24, 1860). | Preservation microfilmed by the University of Illinois at Urbana-Champaign Library as part of the United States Newspaper Program; the years 1859-1860 (on 5 microfilm reels) are available for purchase from OCLC Preservation Service Centers. | Chicago daily tribune (Chicago, Ill. : 1860) 2572-9888 (DLC)sn 84031490 (OCoLC)11019356",,
sn82014751,"connection_error: Failed to perform, curl: (28) Operation timed out after 20003 milliseconds with 0 bytes received. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
sn82014760,"connection_error: Failed to perform, curl: (28) Operation timed out after 20010 milliseconds with 0 bytes received. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
sn82014761,"connection_error: Failed to perform, curl: (28) Operation timed out after 20007 milliseconds with 0 bytes received. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
sn82014892,"connection_error: Failed to perform, curl: (28) Operation timed out after 20005 milliseconds with 0 bytes received. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
sn82014937,ok,"Delaware Gazette (Wilmington, Del.) 1837-1883",,wilmington; united states; delaware; new castle,wilmington; united states; delaware; new castle,1837,,english,new castle; wilmington; united states; delaware; wilmington (del.); newspapers,"Weekly | Vol. 24, no. 2394 (Mar. 21, 1837)- | Ceased in 1883. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Daily edition: Wilmington daily gazette, 1872-1874; Daily gazette (Wilmington, Del.), 1874-1883. | Delaware state journal (Wilmington, Del. : 1870) 2574-6766 (DLC)sn 84026836 (OCoLC)10718558 | Delaware gazette and state journal 2574-6871 (DLC)sn 88053046 (OCoLC)18278621","In 1785, Jacob Killian founded Delaware’s first successful newspaper, the  Delaware Gazette  in Wilmington. Similar to other newspapers of the time, it was devoted to foreign news and national politics with some attention also to local politics and advertisements. It continued to be published with varying frequency until 1883. 
 
	By 1789, Frederick Craig and Company took over the  Delaware Gazette , which now appeared each Wednesday and Saturday. 
 
	During 1796-97, the paper was printed by William Smyth on Shipley Street in Wilmington, and it went through multiple owners over the next several decades. In its early years, the  Gazette  advocated for the Federalist cause. However, support for the Federalist Party in Delaware was declining, as public sentiment shifted toward the Democratic Party. As a result, in 1828, the  Delaware Gazette  formally supported General Andrew Jackson for President. 
 
	Beginning in 1820, the  Delaware Gazette  moved from weekly to semiweekly publication. In December 1828 and under the leadership of Samuel Harker, the  Delaware Gazette  absorbed two other Delaware newspapers, the  Patriot  and the  American Watchman . Following the merger, the  Delaware Gazette  was renamed the  Delaware Gazette and American Watchman . 
 
	The newspaper again went through several decades of ownership by multiple individuals and partnerships. In 1858, Caleb P. Johnson became the sole owner and remained such for almost thirty years, providing the newspaper with more consistent leadership. Johnson succeeded in making the  Delaware Gazette  the most influential Democratic newspaper in the state. In fact, its publishing office served as the Democratic Party headquarters, and the  Gazette  became known as the “Democratic Bible”. 
 
	Under Johnson’s tenure, the paper appeared weekly as the  Delaware Gazette;  in 1872, it began publishing a daily edition, the  Wilmington Daily Gazette . On August 21, 1874, the title of the latter was shortened to the  Daily Gazette . At the time of Johnson’s retirement in 1882, the  Delaware Gazette  had been in continuous operation of 97 years as either a weekly, semiweekly, or daily paper. 
 
	In 1878, the  Daily   Gazette  joined with the  Every Evening  to become the  Every Evening,   Wilmington Daily Commercial . On December 10, 1883, the weekly  Delaware Gazette  merged with the  Every Evening’s  weekly publication to become the  Delaware Gazette and State Journal .",Democratic
sn82014998,ok,"The Placer Herald (Auburn, Placer County, Calif.) 1855-1991",,rocklin; united states; california; placer; auburn; placer county,rocklin; united states; california; placer; auburn; placer county,1855,,english,placer; rocklin; united states; auburn; newspapers; california; placer county (calif.); placer county,"Weekly | Vol. 4, no. 1 (Sept. 15, 1855)-v. 113, no. 71 (Feb. 12, 1965) ; 113th year, no. 72 (Feb. 19, 1965)-139th year, no. 40 (June 11, 1991). | Published with ""County"" above title, Nov. 13, 1963-Apr. 10, 1964; ""Rocklin"" above title, Mar. 12-Apr. 23, 1987; ""South"" above title, Apr. 30-July 23, 1987. | Publication moved to: Rocklin, Calif., July 13, 1966. | Issue for Sept. 5, 1968 numbered: vol. 95, no. 52. | Master negatives are available for duplication from: California Newspaper Microfilm Archive; positive copies may be purchased by the reel; for further information consult the CNMA at: http://cbsr.ucr.edu | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Placer Rocklin herald (DLC)sn 93053292 (OCoLC)28239913","The California Gold Rush was short lived, but its impact was profound and enduring. Between 1848 and the mid-1850s hundreds of thousands of people moved into the state in search of easily accessible gold deposits. Most of these “49ers” initially settled in the Sierra Nevada region of California, from Butte County in the north to Mariposa County in the south, establishing both mining camps and new towns in the area. Within a decade the majority of workable gold deposits were emptied and prospectors were replaced by mechanization and capital. Most of the “Argonauts” moved either out of the region or into nearby growing towns and cities. 
 
	California “mining newspapers,” as they were called by one of their first chroniclers, Helen Giffen, sprang up in these newly settled towns as the initial Gold Rush waned. Not only were they some of the earliest papers printed in the state, collectively they chronicled a region as it transitioned from often lawless and violent mining camps to permanent settlements with organized governments and law enforcement. They also recorded the changing nature of mining and, as Giffen notes, “advocated mining and land reforms that were later written into California law.” 
 
	Located just north of El Dorado County, the birthplace of the California Gold Rush, Placer County was established in 1851 with the city of Auburn as its seat. The county’s name derived from the plentiful “placer” gold deposits in riverbeds that prospectors discovered in 1848. Auburn is roughly 30 miles from both Coloma, where gold was first uncovered at Sutter’s Mill, and Sacramento. Auburn’s proximity to gold mines and the state capital allowed it to continue to thrive beyond the 1880s, when gold mining began to be eclipsed by other industries. 
 
	Not surprisingly, given Auburn’s status as the county seat and its thriving economy, the city had numerous newspapers throughout the last half of the 19 th  century. One of the first and most enduring was the  Placer Herald , which was established in September of 1852 as the  Weekly Placer Herald  by Richard Rust and Tabb Mitchell. The title changed to just the  Placer Herald  in September of 1855, with Mitchell remaining as editor. It was in continuous publication until 1966, when the publication moved to Rocklin and was renamed the  Placer Rocklin Herald .",
