State,County,State2,County_ID,Pres_1860_pcDem,Pres_1860_pcRep,Pres_1860_pcSouthDem,Pres_1860_pcConstUn,Pres_1860_pcOther,Pres_1860_TotVote,Pres_1860_pcTO,Cong_1860_pcDem,Cong_1860_pcRep,Cong_1860_pcDemEq,Cong_1860_pcRepEq,Cong_1860_pcOther,Cong_1860_TotVote,Cong_1860_pcTO,Cong_1862_pcDem,Cong_1862_pcRep,Cong_1862_pcDemEq,Cong_1862_pcRepEq,Cong_1862_pcOther,Cong_1862_TotVote,Cong_1862_pcTO,Pres_1864_pcDem,Pres_1864_pcRep,Pres_1864_pcOther,Pres_1864_TotVote,Pres_1864_pcTO,Cong_1864_pcDem,Cong_1864_pcRep,Cong_1864_pcDemEq,Cong_1864_pcRepEq,Cong_1864_pcOther,Cong_1864_TotVote,Cong_1864_pcTO
Pennsylvania,Dauphin,Pennsylvania,430,0.027,0.622,0.328,0.023,0,7287,0.662,0.414,0.586,0,0,0,7798,0.708,0.465,0,0,0.535,0,7383,0.639,0.437,0.563,0,9664,0.8,0.446,0,0,0.554,0,8407,0.696
Pennsylvania,Delaware,Pennsylvania,450,0.03,0.621,0.293,0.056,0,5121,0.69,0.408,0.592,0,0,0,4978,0.671,0.348,0,0,0.652,0,4224,0.546,0.369,0.631,0,5809,0.722,0.347,0,0,0.653,0,5336,0.664
Pennsylvania,Elk,Pennsylvania,470,0,0.438,0.562,0,0,930,0.556,0.601,0.399,0,0,0,1045,0.624,0.687,0,0,0.313,0,883,0.486,0.706,0.294,0,1183,0.603,0.732,0,0,0.268,0,896,0.456
Pennsylvania,Erie,Pennsylvania,490,0.002,0.7,0.288,0.01,0,8798,0.701,0.309,0.691,0,0,0,7872,0.627,0.433,0,0,0.567,0,7255,0.552,0.35,0.65,0,10633,0.774,0.354,0,0,0.646,0,8629,0.629
Pennsylvania,Fayette,Pennsylvania,510,0.003,0.498,0.477,0.021,0,6933,0.812,0.488,0.512,0,0,0,6901,0.808,0.573,0,0,0.427,0,6370,0.742,0.562,0.438,0,7347,0.852,0.565,0,0,0.435,0,6292,0.73
Pennsylvania,Forest,Pennsylvania,530,0,0.695,0.305,0,0,154,0.599,,,0,,0,,,0.418,0,0,0.582,0,141,,0.422,0.578,0,147,,0.427,0,0,0.573,0,124,
Pennsylvania,Franklin,Pennsylvania,550,0.084,0.564,0.342,0.01,0,7364,0.79,0.451,0.549,0,0,0,7434,0.797,0.502,0,0,0.498,0,6272,0.664,0.497,0.503,0,7683,0.802,0.496,0,0,0.504,0,6965,0.727
Pennsylvania,Fulton,Pennsylvania,570,0.001,0.451,0.521,0.028,0,1749,0.826,0.541,0.459,0,0,0,1782,0.842,0.584,0,0,0.416,0,1730,0.784,0.566,0.434,0,1600,0.697,0.61,0,0,0.39,0,1316,0.573
Pennsylvania,Greene,Pennsylvania,590,0.006,0.373,0.617,0.004,0,4322,0.811,0.696,0.304,0,0,0,4215,0.791,0.771,0,0,0.229,0,3939,0.724,0.66,0.34,0,4657,0.839,0.672,0,0,0.328,0,4118,0.742
Pennsylvania,Huntingdon,Pennsylvania,610,0.011,0.645,0.339,0.005,0,4788,0.722,0.411,0.589,0,0,0,5163,0.779,0.458,0,0,0.542,0,4360,0.644,0.427,0.573,0,5798,0.839,0.443,0,0,0.557,0,4561,0.66
Pennsylvania,Indiana,Pennsylvania,630,0,0.741,0.255,0.004,0,5279,0.701,0.342,0.658,0,0,0,5443,0.722,0.302,0,0,0.698,0,5109,0.652,0.337,0.663,0,6517,0.802,0.34,0,0,0.66,0,5031,0.619
Pennsylvania,Jefferson,Pennsylvania,650,0.002,0.598,0.398,0.002,0,2849,0.672,0.496,0.504,0,0,0,3712,0.875,0.513,0,0,0.487,0,2927,0.659,0.508,0.492,0,3697,0.796,0.517,0,0,0.483,0,3135,0.675
Pennsylvania,Juniata,Pennsylvania,670,0.001,0.552,0.424,0.023,0,2705,0.721,0.476,0.524,0,0,0,2961,0.789,0.645,0,0,0.355,0,2611,0.666,0.55,0.45,0,3190,0.78,0.564,0,0,0.436,0,2848,0.697
Pennsylvania,Lancaster,Pennsylvania,710,0.037,0.679,0.261,0.022,0,19656,0.701,0,0.965,0,0,0,13434,0.479,0.373,0,0,0.627,0,17824,0.617,0.37,0.63,0,22957,0.771,0.39,0,0,0.61,0,18362,0.616
Pennsylvania,Lawrence,Pennsylvania,730,0.004,0.779,0.209,0.008,0,3772,0.726,0.413,0.587,0,0,0,3260,0.628,0.275,0,0,0.725,0,3653,0.695,0.29,0.71,0,4797,0.901,0.288,0,0,0.712,0,4205,0.79
Pennsylvania,Lebanon,Pennsylvania,750,0.002,0.656,0.325,0.017,0,5898,0.764,0.352,0.648,0,0,0,6006,0.778,0.42,0,0,0.58,0,5243,0.653,0.424,0.576,0,6559,0.786,0.424,0,0,0.576,0,5920,0.709
Pennsylvania,Lehigh,Pennsylvania,770,0.017,0.493,0.484,0.006,0,8461,0.758,0.515,0.485,0,0,0,8696,0.779,0.621,0,0,0.379,0,7530,0.638,0.602,0.398,0,9828,0.79,0.613,0,0,0.387,0,8647,0.695
Pennsylvania,Luzerne,Pennsylvania,790,0,0.518,0.482,0,0,14103,0.622,0.451,0.549,0,0,0,13577,0.599,0.601,0,0,0.399,0,14300,0.589,0.568,0.432,0,17690,0.685,0.575,0,0,0.425,0,13679,0.529
Pennsylvania,Lycoming,Pennsylvania,810,0.03,0.566,0.389,0.015,0,6174,0.671,0.473,0.527,0,0,0,6607,0.718,0.593,0,0,0.407,0,6211,0.632,0.553,0.447,0,7608,0.728,0.565,0,0,0.435,0,6533,0.625
Pennsylvania,Mckean,Pennsylvania,830,0,0.645,0.354,0.001,0,1670,0.693,0.397,0.603,0,0,0,1727,0.717,0.457,0,0,0.543,0,1235,0.47,0.459,0.541,0,1419,0.499,0.474,0,0,0.526,0,1223,0.43
Pennsylvania,Mercer,Pennsylvania,850,0,0.597,0.395,0.008,0,6452,0.766,0.495,0.505,0,0,0,6220,0.738,0.476,0,0,0.524,0,6495,0.756,0.458,0.542,0,7789,0.89,0.453,0,0,0.547,0,6850,0.783
Pennsylvania,Mifflin,Pennsylvania,870,0.028,0.565,0.395,0.012,0,3009,0.805,0.454,0.546,0,0,0,3210,0.859,0.483,0,0,0.517,0,2829,0.746,0.511,0.489,0,3361,0.875,0.5,0,0,0.5,0,2813,0.732
Pennsylvania,Monroe,Pennsylvania,890,0.121,0.352,0.526,0,0,2397,0.61,0.717,0.283,0,0,0,2900,0.738,0.817,0,0,0.183,0,2524,0.614,0.798,0.202,0,3383,0.788,0.833,0,0,0.167,0,2476,0.577
Pennsylvania,Montgomery,Pennsylvania,910,0.04,0.462,0.443,0.055,0,12615,0.691,0.529,0.471,0,0,0,12323,0.675,0.559,0,0,0.441,0,11878,0.628,0.536,0.464,0,14815,0.757,0.544,0,0,0.456,0,13861,0.709
Pennsylvania,Montour,Pennsylvania,930,0.145,0.486,0.367,0.002,0,2144,0.65,0.519,0.481,0,0,0,2186,0.663,0.406,0,0,0.594,0,1990,0.6,0.57,0.43,0,2626,0.787,0.589,0,0,0.411,0,2220,0.665
Pennsylvania,Northampton,Pennsylvania,950,0.013,0.44,0.527,0.02,0,8722,0.738,0.576,0.424,0,0,0,8509,0.72,0.835,0,0,0.165,0,5246,0.43,0.651,0.349,0,10670,0.849,0.667,0,0,0.333,0,8477,0.675
Pennsylvania,Northumberland,Pennsylvania,970,0.02,0.495,0.471,0.015,0,4897,0.703,0.525,0.475,0,0,0,5356,0.769,0.596,0,0,0.404,0,5174,0.707,0.553,0.447,0,6523,0.85,0.571,0,0,0.429,0,5703,0.743
Pennsylvania,Perry,Pennsylvania,990,0.002,0.57,0.419,0.009,0,4160,0.781,0.413,0.587,0,0,0,4510,0.847,0.149,0,0,0.851,0,3880,0.706,0.504,0.496,0,4852,0.857,0.489,0,0,0.511,0,4384,0.775
Pennsylvania,Philadelphia,Pennsylvania,1010,0.12,0.508,0.28,0.092,0,77247,0.552,0.443,0.485,0,0.072,0,81548,0.583,0.481,0,0,0.519,0,69008,0.467,0.441,0.559,0,99829,0.643,0.451,0,0,0.549,0,88833,0.572
Pennsylvania,Pike,Pennsylvania,1030,0,0.314,0.685,0.001,0,1213,0.666,0.719,0.281,0,0,0,1116,0.613,0.953,0,0,0.047,0,809,0.435,0.819,0.181,0,1440,0.759,0.856,0,0,0.144,0,1044,0.55
Pennsylvania,Potter,Pennsylvania,1050,0,0.748,0.252,0,0,2066,0.697,0.29,0.71,0,0,0,1973,0.666,0.28,0,0,0.72,0,1503,0.462,0.329,0.671,0,2070,0.583,0.372,0,0,0.628,0,1566,0.441
Pennsylvania,Schuylkill,Pennsylvania,1070,0.032,0.578,0.379,0.011,0,13097,0.628,0.472,0.528,0,0,0,14319,0.687,0.562,0,0,0.438,0,12514,0.568,0.549,0.451,0,17391,0.748,0.545,0,0,0.455,0,15863,0.682
Pennsylvania,Snyder,Pennsylvania,1090,0.023,0.632,0.343,0.002,0,2653,0.784,0.395,0.605,0,0,0,2830,0.837,0.444,0,0,0.556,0,2846,,0.449,0.551,0,3047,,0.457,0,0,0.543,0,2682,
Pennsylvania,Soldier Vote,Pennsylvania,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245,,,0.755,,7537,
Pennsylvania,Somerset,Pennsylvania,1110,0,0.731,0.267,0.002,0,4404,0.762,0.314,0.686,0,0,0,4342,0.751,0.387,0,0,0.613,0,3883,0.664,0.381,0.619,0,4507,0.761,0.388,0,0,0.612,0,4104,0.693
Pennsylvania,Sullivan,Pennsylvania,1130,0,0.463,0.536,0.001,0,927,0.68,0.585,0.415,0,0,0,931,0.683,0.316,0,0,0.684,0,890,0.608,0.641,0.359,0,1029,0.658,0.661,0,0,0.339,0,941,0.602
Pennsylvania,Susquehanna,Pennsylvania,1150,0,0.636,0.363,0.001,0,7026,0.758,0.365,0.635,0,0,0,6546,0.706,0.417,0,0,0.583,0,6749,0.698,0.413,0.587,0,7162,0.711,0.431,0,0,0.569,0,5832,0.579
Pennsylvania,Tioga,Pennsylvania,1170,0.002,0.786,0.211,0.001,0,6051,0.77,0.241,0.759,0,0,0,5441,0.692,0.286,0,0,0.714,0,3903,0.473,0.253,0.747,0,6257,0.725,0.248,0,0,0.752,0,5206,0.603
Pennsylvania,Union,Pennsylvania,1190,0.01,0.683,0.304,0.002,0,2670,0.781,0.347,0.653,0,0,0,2810,0.822,0.428,0,0,0.572,0,2725,0.927,0.41,0.59,0,3297,1.338,0.409,0,0,0.591,0,3071,1.246
Pennsylvania,Venango,Pennsylvania,1210,0.001,0.58,0.418,0.001,0,4624,0.759,0.453,0.547,0,0,0,4738,0.777,0.491,0,0,0.509,0,5082,0.784,0.465,0.535,0,7190,1.046,0.472,0,0,0.528,0,5706,0.83
Pennsylvania,Warren,Pennsylvania,1230,0.001,0.677,0.322,0,0,3375,0.65,0.355,0.645,0,0,0,3249,0.626,0.397,0,0,0.603,0,3135,0.567,0.372,0.628,0,4046,0.69,0.389,0,0,0.611,0,3290,0.561
Pennsylvania,Washington,Pennsylvania,1250,0.001,0.537,0.452,0.01,0,8798,0.813,0.482,0.518,0,0,0,8934,0.826,0.533,0,0,0.467,0,7897,0.726,0.48,0.52,0,9530,0.871,0.48,0,0,0.52,0,8798,0.804
Pennsylvania,Wayne,Pennsylvania,1270,0,0.522,0.478,0,0,5477,0.666,0.493,0.507,0,0,0,5141,0.625,0.921,0,0,0.079,0,3007,0.349,0.637,0.363,0,6263,0.696,0.616,0,0,0.384,0,3984,0.442
Pennsylvania,Westmoreland,Pennsylvania,1290,0.001,0.503,0.494,0.001,0,9709,0.772,0.513,0.487,0,0,0,9995,0.795,0.575,0,0,0.425,0,8764,0.709,0.562,0.438,0,10627,0.875,0.583,0,0,0.417,0,8883,0.732
Pennsylvania,Wyoming,Pennsylvania,1310,0.003,0.508,0.489,0,0,2531,0.828,0.508,0.492,0,0,0,2551,0.835,0.455,0,0,0.545,0,2446,0.784,0.512,0.488,0,2739,0.86,0.522,0,0,0.478,0,2432,0.764
Pennsylvania,York,Pennsylvania,1330,0.048,0.436,0.467,0.049,0,11761,0.718,0.547,0.453,0,0,0,11937,0.729,0.614,0,0,0.386,0,11689,0.689,0.604,0.396,0,14068,0.802,0.601,0,0,0.399,0,12362,0.704
Rhode Island,Bristol,Rhode Island,10,0,0.591,0.409,0,0,1129,0.465,0,0.514,0,0.484,0.002,1254,0.517,0.433,0.566,0,0,0.001,1055,0.436,0.365,0.635,0,1229,0.509,0,0.996,0,0,0.004,525,0.218
Rhode Island,Kent,Rhode Island,30,0,0.655,0.345,0,0,1903,0.423,0,0.479,0,0.521,0,2322,0.51,0.369,0.631,0,0,0,2040,0.438,0.374,0.626,0,2180,0.463,0,0.531,0,0,0.006,162,0.034
Rhode Island,Newport,Rhode Island,50,0,0.647,0.353,0,0,2489,0.437,0,0.498,0,0.502,0,2647,0.46,0.47,0.527,0,0,0.003,2027,0.346,0.323,0.677,0,2617,0.442,0,0.971,0,0,0.014,1191,0.199
Rhode Island,Providence,Rhode Island,70,0,0.596,0.404,0,0,12077,0.417,0,0.462,0,0.537,0.001,13165,0.447,0.428,0.563,0,0,0.008,10957,0.359,0.397,0.603,0,13521,0.435,0,0.859,0,0,0.006,5844,0.185
Rhode Island,Soldier Vote,Rhode Island,9999,,,,,,,,,,,,,,,,,,,,,,0.274,0.726,0,905,,0,,0,0,,,
Rhode Island,Washington,Rhode Island,90,0,0.646,0.354,0,0,2353,0.485,0,0.531,0,0.469,0.001,2557,0.521,0.372,0.626,0,0,0.002,2370,0.473,0.38,0.62,0,2615,0.516,0,0.761,0,0,0,1686,0.329
South Carolina,Barnwell,South Carolina,110,,,,,,,,0,0,0,0,1,2304,0.822,,,,,,,,,,,,,,,,,,,
South Carolina,Beaufort,South Carolina,130,,,,,,,,0,0,0,0,1,504,0.32,,,,,,,,,,,,,,,,,,,
South Carolina,Colleton,South Carolina,290,,,,,,,,0,0,0,0,1,1047,0.496,,,,,,,,,,,,,,,,,,,
Tennessee,Anderson,Tennessee,10,0.031,0,0.345,0.625,0,983,0.75,,,,,,,,,,,,,,,0,1,0,1100,0.825,0,0,0.034,0.337,0.63,713,0.533
Tennessee,Bedford,Tennessee,30,0.012,0,0.474,0.514,0,2930,0.9,,,,,,,,,,,,,,,,,,,,,,0.897,0.103,0,1690,0.515
Tennessee,Benton,Tennessee,50,0.004,0,0.609,0.386,0,1170,0.608,,,,,,,,,,,,,,,,,,,,,,0.44,0.56,0,282,0.122
Tennessee,Bledsoe,Tennessee,70,0.066,0,0.307,0.627,0,576,0.759,,,,,,,,,,,,,,,,,,,,,,0.043,0.957,0,301,0.468
Tennessee,Blount,Tennessee,90,0.025,0,0.309,0.666,0,1894,0.756,,,,,,,,,,,,,,,0,1,0,1200,0.467,0,0,0.508,0.244,0.248,1457,0.564
Tennessee,Bradley,Tennessee,110,0.17,0,0.429,0.401,0,1770,0.811,,,,,,,,,,,,,,,0,1,0,1478,0.697,0,0,0.642,0.245,0.113,1009,0.479
Tennessee,Campbell,Tennessee,130,0.03,0,0.427,0.543,0,635,0.551,,,,,,,,,,,,,,,0,1,0,649,0.536,0,0,0.078,0.747,0.175,739,0.604
Tennessee,Cannon,Tennessee,150,0.014,0,0.665,0.321,0,1387,0.786,,,,,,,,,,,,,,,,,,,,,,0.971,0.029,0,416,0.227
Tennessee,Carroll,Tennessee,170,0.053,0,0.302,0.645,0,2436,0.813,,,,,,,,,,,,,,,,,,,,,,0.024,0.976,0,1028,0.326
Tennessee,Carter,Tennessee,190,0.014,0,0.19,0.796,0,1079,0.778,,,,,,,,,,,,,,,,,,,,,,0.231,0.743,0.026,853,0.575
Tennessee,Cheatham,Tennessee,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.699,0.301,0,405,
Tennessee,Claiborne,Tennessee,250,0.007,0,0.535,0.458,0,1342,0.741,,,,,,,,,,,,,,,,,,,,,,0,0.748,0.252,803,0.424
Tennessee,Cocke,Tennessee,290,0.01,0,0.333,0.657,0,1420,0.714,,,,,,,,,,,,,,,,,,,,,,0.124,0.171,0.705,760,0.338
Tennessee,Coffee,Tennessee,310,0.005,0,0.749,0.246,0,1469,0.858,,,,,,,,,,,,,,,0,1,0,124,0.068,0,0,0.984,0.016,0,833,0.447
Tennessee,Cumberland,Tennessee,350,0.008,0,0.471,0.521,0,501,0.698,,,,,,,,,,,,,,,0.072,0.928,0,663,,0,0,0,1,0,124,
Tennessee,Davidson,Tennessee,370,0.057,0,0.365,0.578,0,6665,0.74,,,,,,,,,,,,,,,0.019,0.981,0,1342,0.133,0,0,0.662,0.338,0,3318,0.32
Tennessee,De Kalb,Tennessee,410,0.008,0,0.561,0.431,0,1572,0.805,,,,,,,,,,,,,,,,,,,,,,0.443,0.553,0.003,920,0.434
Tennessee,Decatur,Tennessee,390,0.088,0,0.395,0.516,0,916,0.761,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Dickson,Tennessee,430,0.067,0,0.6,0.333,0,1281,0.729,,,,,,,,,,,,,,,,,,,,,,0.624,0.376,0,396,0.202
Tennessee,Dyer,Tennessee,450,0.11,0,0.321,0.569,0,1402,0.781,,,,,,,,,,,,,,,,,,,,,,0.27,0.73,0,366,0.169
Tennessee,Fayette,Tennessee,470,0.309,0,0.191,0.5,0,1905,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Fentress,Tennessee,490,0.023,0,0.76,0.218,0,708,0.749,,,,,,,,,,,,,,,,,,,,,,0,0.994,0.006,164,0.163
Tennessee,Franklin,Tennessee,510,0.013,0,0.787,0.2,0,1940,0.9,,,,,,,,,,,,,,,,,,,,,,1,0,0,524,0.248
Tennessee,Gibson,Tennessee,530,0.076,0,0.326,0.599,0,3189,0.886,,,,,,,,,,,,,,,,,,,,,,0.307,0.693,0,784,0.206
Tennessee,Giles,Tennessee,550,0.03,0,0.519,0.451,0,2910,0.846,,,,,,,,,,,,,,,,,,,,,,1,0,0,1063,0.307
Tennessee,Grainger,Tennessee,570,0.01,0,0.385,0.605,0,1731,0.849,,,,,,,,,,,,,,,,,,,,,,0.421,0.236,0.344,815,0.412
Tennessee,Greene,Tennessee,590,0.012,0,0.654,0.334,0,3140,0.851,,,,,,,,,,,,,,,0,1,0,800,0.21,0,0,0.568,0.426,0.006,1736,0.453
Tennessee,Grundy,Tennessee,610,0,0,0.853,0.147,0,505,0.832,,,,,,,,,,,,,,,,,,,,,,0.724,0.276,0,250,0.378
Tennessee,Hamilton,Tennessee,650,0.08,0,0.398,0.521,0,2058,0.799,,,,,,,,,,,,,,,0,1,0,761,0.267,0,0,0.004,0.859,0.137,990,0.338
Tennessee,Hancock,Tennessee,670,0.022,0,0.601,0.377,0,820,0.635,,,,,,,,,,,,,,,,,,,,,,0.581,0.28,0.14,422,0.3
Tennessee,Hardeman,Tennessee,690,0.363,0,0.267,0.369,0,2076,0.829,,,,,,,,,,,,,,,,,,,,,,0.235,0.009,0.755,319,0.121
Tennessee,Hardin,Tennessee,710,0.093,0,0.469,0.438,0,1531,0.785,,,,,,,,,,,,,,,,,,,,,,0.145,0.855,0,571,0.285
Tennessee,Hawkins,Tennessee,730,0.038,0,0.5,0.462,0,2309,0.78,,,,,,,,,,,,,,,,,,,,,,0.774,0.188,0.038,956,0.289
Tennessee,Haywood,Tennessee,750,0.267,0,0.211,0.522,0,1696,0.835,,,,,,,,,,,,,,,,,,,,,,0.544,0.024,0.432,588,0.282
Tennessee,Henderson,Tennessee,770,0.038,0,0.316,0.645,0,1931,0.826,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Henry,Tennessee,790,0.009,0,0.665,0.326,0,2720,0.888,,,,,,,,,,,,,,,,,,,,,,0.54,0.46,0,667,0.207
Tennessee,Hickman,Tennessee,810,0.012,0,0.787,0.201,0,1356,0.878,,,,,,,,,,,,,,,,,,,,,,0.43,0.57,0,251,0.161
Tennessee,Humphreys,Tennessee,850,0.014,0,0.642,0.344,0,1018,0.485,,,,,,,,,,,,,,,,,,,,,,0.997,0.003,0,392,0.149
Tennessee,Jackson,Tennessee,870,0.015,0,0.464,0.522,0,2265,1.065,,,,,,,,,,,,,,,,,,,,,,0.096,0.255,0.649,795,0.429
Tennessee,Jefferson,Tennessee,890,0.015,0,0.291,0.694,0,2341,0.793,,,,,,,,,,,,,,,0,1,0,566,0.176,0,0,0.235,0.688,0.077,1421,0.433
Tennessee,Johnson,Tennessee,910,0.006,0,0.215,0.779,0,652,0.667,,,,,,,,,,,,,,,,,,,,,,0.453,0.547,0,490,0.439
Tennessee,Knox,Tennessee,930,0.037,0,0.244,0.719,0,3438,0.712,,,,,,,,,,,,,,,0,1,0,2537,0.469,0,0,0.175,0.724,0.1,2354,0.424
Tennessee,Lauderdale,Tennessee,970,0.289,0,0.184,0.527,0,935,0.839,,,,,,,,,,,,,,,,,,,,,,0.803,0.197,0,229,0.177
Tennessee,Lawrence,Tennessee,990,0.048,0,0.567,0.386,0,1218,0.748,,,,,,,,,,,,,,,,,,,,,,0.232,0.768,0,436,0.265
Tennessee,Lewis,Tennessee,1010,0.026,0,0.842,0.132,0,303,0.748,,,,,,,,,,,,,,,,,,,,,,0.078,0.922,0,64,0.252
Tennessee,Lincoln,Tennessee,1030,0.09,0,0.751,0.159,0,3252,0.932,,,,,,,,,,,,,,,,,,,,,,1,0,0,1504,0.439
Tennessee,Loudon,Tennessee,1050,,,,,,,,,,,,,,,,,,,,,,0,1,0,142,,0,0,,,,,
Tennessee,Macon,Tennessee,1110,0.026,0,0.422,0.552,0,1020,0.739,,,,,,,,,,,,,,,,,,,,,,0.092,0.905,0.003,391,0.275
Tennessee,Madison,Tennessee,1130,0.184,0,0.197,0.618,0,2330,0.814,,,,,,,,,,,,,,,,,,,,,,0.757,0.007,0.236,403,0.142
Tennessee,Marion,Tennessee,1150,0.062,0,0.385,0.553,0,901,0.75,,,,,,,,,,,,,,,,,,,,,,0.007,0.993,0,299,0.24
Tennessee,Marshall,Tennessee,1170,0.021,0,0.653,0.326,0,2031,0.897,,,,,,,,,,,,,,,,,,,,,,0.997,0.003,0,1025,0.478
Tennessee,Maury,Tennessee,1190,0.02,0,0.536,0.444,0,3228,0.788,,,,,,,,,,,,,,,,,,,,,,0.603,0.397,0,1042,0.24
Tennessee,Mcminn,Tennessee,1070,0.067,0,0.465,0.468,0,2105,0.865,,,,,,,,,,,,,,,0,1,0,1000,0.42,0,0,0.114,0.74,0.146,1257,0.531
Tennessee,Mcnairy,Tennessee,1090,0.248,0,0.238,0.514,0,2071,0.763,,,,,,,,,,,,,,,,,,,,,,0.968,0.01,0.022,405,0.142
Tennessee,Meigs,Tennessee,1210,0.116,0,0.686,0.198,0,759,0.891,,,,,,,,,,,,,,,,,,,,,,0.133,0.864,0.003,324,0.392
Tennessee,Monroe,Tennessee,1230,0.025,0,0.532,0.443,0,2066,0.895,,,,,,,,,,,,,,,,,,,,,,0.088,0.556,0.356,1127,0.471
Tennessee,Montgomery,Tennessee,1250,0.037,0,0.407,0.556,0,2563,0.862,,,,,,,,,,,,,,,0,1,0,45,0.015,0,0,0.899,0.101,0,486,0.159
Tennessee,Morgan,Tennessee,1290,0.106,0,0.505,0.389,0,432,0.643,,,,,,,,,,,,,,,,,,,,,,0.112,0.241,0.647,249,0.377
Tennessee,Obion,Tennessee,1310,0.095,0,0.51,0.395,0,1736,0.724,,,,,,,,,,,,,,,,,,,,,,0.508,0.492,0,433,0.148
Tennessee,Overton,Tennessee,1330,0.022,0,0.766,0.213,0,1851,0.801,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Perry,Tennessee,1350,0.02,0,0.559,0.42,0,930,0.83,,,,,,,,,,,,,,,,,,,,,,0.038,0.962,0,159,0.138
Tennessee,Polk,Tennessee,1390,0.049,0,0.643,0.308,0,1284,0.701,,,,,,,,,,,,,,,,,,,,,,0.346,0.143,0.511,231,0.108
Tennessee,Putnam,Tennessee,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404,0.523,0.072,621,
Tennessee,Rhea,Tennessee,1430,0.034,0,0.552,0.413,0,699,0.782,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Roane,Tennessee,1450,0.022,0,0.422,0.556,0,1987,0.801,,,,,,,,,,,,,,,0,1,0,900,0.345,0,0,0.047,0.762,0.191,1202,0.455
Tennessee,Robertson,Tennessee,1470,0.034,0,0.401,0.565,0,2318,0.943,,,,,,,,,,,,,,,,,,,,,,0.969,0.031,0,807,0.328
Tennessee,Rutherford,Tennessee,1490,0.007,0,0.491,0.502,0,3065,0.892,,,,,,,,,,,,,,,,,,,,,,0.995,0.005,0,832,0.251
Tennessee,Scott,Tennessee,1510,0.002,0,0.378,0.619,0,407,0.62,,,,,,,,,,,,,,,,,,,,,,0,0.39,0.61,295,0.369
Tennessee,Sequatchie,Tennessee,1530,0.091,0,0.339,0.57,0,307,0.779,,,,,,,,,,,,,,,,,,,,,,0,1,0,45,
Tennessee,Sevier,Tennessee,1550,0.006,0,0.15,0.844,0,1226,0.729,,,,,,,,,,,,,,,0,1,0,700,0.374,0,0,0.271,0.35,0.379,1061,0.552
Tennessee,Shelby,Tennessee,1570,0.438,0,0.11,0.451,0,6751,0.606,,,,,,,,,,,,,,,0.015,0.985,0,1603,0.116,0,0,0.39,0.391,0.219,1420,0.098
Tennessee,Smith,Tennessee,1590,0.028,0,0.287,0.685,0,2153,0.809,,,,,,,,,,,,,,,,,,,,,,0.315,0.567,0.118,839,0.324
Tennessee,Soldier Vote,Tennessee,9999,,,,,,,,,,,,,,,,,,,,,,0.013,0.987,0,1535,,0,0,0.267,0.551,0.182,2383,
Tennessee,Stewart,Tennessee,1610,0.031,0,0.545,0.424,0,1442,0.806,,,,,,,,,,,,,,,,,,,,,,0.993,0.007,0,732,0.384
Tennessee,Sullivan,Tennessee,1630,0.032,0,0.714,0.253,0,2124,0.795,,,,,,,,,,,,,,,,,,,,,,0.424,0.494,0.082,622,0.214
Tennessee,Sumner,Tennessee,1650,0.056,0,0.618,0.325,0,2713,0.783,,,,,,,,,,,,,,,0.101,0.899,0,119,0.033,0,0,0.919,0.081,0,1085,0.299
Tennessee,Tipton,Tennessee,1670,0.524,0,0.085,0.391,0,1074,0.827,,,,,,,,,,,,,,,,,,,,,,0.132,0.102,0.766,205,0.143
Tennessee,Union,Tennessee,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.842,0.158,715,
Tennessee,Van Buren,Tennessee,1750,0.038,0,0.594,0.368,0,315,0.686,,,,,,,,,,,,,,,,,,,,,,0.819,0.181,0,160,0.352
Tennessee,Warren,Tennessee,1770,0.009,0,0.757,0.234,0,1612,0.852,,,,,,,,,,,,,,,,,,,,,,0.824,0.176,0,700,0.352
Tennessee,Washington,Tennessee,1790,0.026,0,0.564,0.41,0,2360,0.806,,,,,,,,,,,,,,,,,,,,,,0.193,0.801,0.006,973,0.311
Tennessee,Wayne,Tennessee,1810,0.063,0,0.336,0.601,0,1166,0.721,,,,,,,,,,,,,,,,,,,,,,0.134,0.866,0,553,0.32
Tennessee,Weakley,Tennessee,1830,0.053,0,0.565,0.381,0,2361,0.711,,,,,,,,,,,,,,,,,,,,,,0.527,0.473,0,1074,0.284
Tennessee,White,Tennessee,1850,0.019,0,0.464,0.517,0,1477,0.84,,,,,,,,,,,,,,,,,,,,,,0.818,0.179,0.003,664,0.414
Tennessee,Williamson,Tennessee,1870,0.013,0,0.33,0.657,0,2416,0.898,,,,,,,,,,,,,,,,,,,,,,0.824,0.176,0,952,0.382
Tennessee,Wilson,Tennessee,1890,0.018,0,0.338,0.644,0,3451,0.836,,,,,,,,,,,,,,,,,,,,,,0.879,0.121,0,1490,0.363
